Group[0]
Name=      0_26 : profit=240, weight= 68
Name=     67_30 : profit=165, weight= 57
Name=     67_26 : profit=159, weight= 56
Name=     67_29 : profit=151, weight= 54
Name=     67_28 : profit=142, weight= 49
Name=     67_27 : profit=138, weight= 49
Name=     67_23 : profit=116, weight= 48
Name=     67_21 : profit=106, weight= 45
Name=     67_24 : profit= 99, weight= 41
Name=     67_25 : profit= 99, weight= 43
Name=     67_22 : profit= 97, weight= 42
Name=     67_16 : profit= 87, weight= 35
Name=     67_18 : profit= 86, weight= 39
Name=     67_17 : profit= 84, weight= 34
Name=     67_20 : profit= 78, weight= 34
Name=     67_19 : profit= 75, weight= 34
Name=     67_11 : profit= 41, weight= 26
Name=     67_14 : profit= 32, weight= 26
Name=     67_13 : profit= 26, weight= 25
Name=     67_15 : profit= 26, weight= 24
Name=     67_12 : profit= 25, weight= 22
Name=      67_8 : profit= 22, weight= 17
Name=      67_9 : profit= 18, weight= 15
Name=      67_7 : profit= 14, weight= 19
Name=      67_3 : profit= 13, weight= 10
Name=      67_4 : profit= 12, weight= 11
Name=      67_6 : profit= 12, weight= 20
Name=     67_10 : profit= 12, weight= 12
Name=      67_1 : profit=  8, weight= 10
Name=      67_2 : profit=  7, weight= 10
Name=      67_5 : profit=  6, weight=  5
Group[68]
Name=     68_28 : profit=216, weight= 67
Name=     68_30 : profit=192, weight= 63
Name=     68_26 : profit=191, weight= 60
Name=     68_29 : profit=188, weight= 66
Name=     68_27 : profit=161, weight= 57
Name=     68_21 : profit=155, weight= 55
Name=     68_23 : profit=149, weight= 56
Name=     68_24 : profit=145, weight= 55
Name=     68_25 : profit=138, weight= 54
Name=     68_22 : profit=136, weight= 50
Name=     68_19 : profit= 91, weight= 46
Name=     68_18 : profit= 78, weight= 41
Name=     68_16 : profit= 73, weight= 38
Name=     68_17 : profit= 72, weight= 35
Name=     68_20 : profit= 70, weight= 37
Name=     68_13 : profit= 44, weight= 30
Name=     68_12 : profit= 39, weight= 33
Name=     68_11 : profit= 37, weight= 31
Name=     68_15 : profit= 34, weight= 31
Name=     68_14 : profit= 32, weight= 34
Name=      68_6 : profit= 31, weight= 20
Name=      68_9 : profit= 27, weight= 23
Name=     68_10 : profit= 23, weight= 21
Name=      68_8 : profit= 19, weight= 20
Name=      68_5 : profit= 15, weight= 15
Name=      68_1 : profit= 14, weight= 11
Name=      68_4 : profit= 14, weight= 13
Name=      68_7 : profit= 14, weight= 22
Name=      68_2 : profit=  8, weight= 11
Name=      68_3 : profit=  5, weight=  5
Group[69]
Name=     69_27 : profit=184, weight= 59
Name=     69_29 : profit=169, weight= 58
Name=     69_28 : profit=168, weight= 57
Name=     69_26 : profit=161, weight= 53
Name=     69_30 : profit=156, weight= 53
Name=     69_24 : profit=130, weight= 50
Name=     69_25 : profit=126, weight= 52
Name=     69_22 : profit=124, weight= 51
Name=     69_23 : profit=112, weight= 50
Name=     69_21 : profit=103, weight= 49
Name=     69_18 : profit=101, weight= 43
Name=     69_17 : profit= 96, weight= 41
Name=     69_19 : profit= 84, weight= 39
Name=     69_20 : profit= 83, weight= 43
Name=     69_16 : profit= 79, weight= 40
Name=     69_13 : profit= 67, weight= 32
Name=     69_14 : profit= 66, weight= 36
Name=     69_11 : profit= 64, weight= 31
Name=     69_15 : profit= 59, weight= 31
Name=     69_12 : profit= 50, weight= 31
Name=     69_10 : profit= 42, weight= 24
Name=      69_6 : profit= 34, weight= 22
Name=      69_9 : profit= 29, weight= 19
Name=      69_7 : profit= 28, weight= 18
Name=      69_8 : profit= 27, weight= 21
Name=      69_1 : profit= 21, weight= 16
Name=      69_4 : profit= 20, weight= 15
Name=      69_2 : profit= 19, weight= 15
Name=      69_5 : profit= 16, weight= 10
Name=      69_3 : profit= 12, weight=  8
Group[70]
Name=      70_3 : profit=246, weight= 11
Name=     70_29 : profit=214, weight= 59
Name=     70_27 : profit=212, weight= 60
Name=     70_30 : profit=209, weight= 58
Name=     70_28 : profit=208, weight= 59
Name=     70_26 : profit=202, weight= 58
Name=     70_24 : profit=135, weight= 48
Name=     70_25 : profit=133, weight= 54
Name=     70_21 : profit=125, weight= 47
Name=     70_23 : profit=123, weight= 49
Name=     70_22 : profit=119, weight= 46
Name=     70_17 : profit= 84, weight= 40
Name=     70_16 : profit= 79, weight= 44
Name=     70_19 : profit= 76, weight= 39
Name=     70_18 : profit= 73, weight= 42
Name=     70_20 : profit= 68, weight= 40
Name=     70_11 : profit= 61, weight= 34
Name=     70_13 : profit= 54, weight= 29
Name=     70_14 : profit= 53, weight= 33
Name=     70_15 : profit= 51, weight= 30
Name=     70_12 : profit= 50, weight= 27
Name=     70_10 : profit= 29, weight= 19
Name=      70_7 : profit= 26, weight= 20
Name=      70_8 : profit= 25, weight= 24
Name=      70_6 : profit= 21, weight= 13
Name=      70_9 : profit= 21, weight= 18
Name=      70_1 : profit=  0, weight= 12
Name=      70_2 : profit=  0, weight=  9
Name=      70_4 : profit=  0, weight=  7
Name=      70_5 : profit=  0, weight=  7
Group[71]
Name=     71_29 : profit=272, weight= 61
Name=     71_26 : profit=246, weight= 54
Name=     71_30 : profit=241, weight= 53
Name=     71_27 : profit=237, weight= 55
Name=     71_28 : profit=234, weight= 53
Name=     71_25 : profit=143, weight= 51
Name=     71_24 : profit=140, weight= 51
Name=     71_23 : profit=131, weight= 49
Name=     71_21 : profit=127, weight= 49
Name=     71_22 : profit=121, weight= 47
Name=     71_20 : profit=100, weight= 43
Name=     71_19 : profit= 99, weight= 42
Name=     71_17 : profit= 81, weight= 35
Name=     71_14 : profit= 80, weight= 28
Name=     71_16 : profit= 80, weight= 34
Name=     71_13 : profit= 74, weight= 28
Name=     71_12 : profit= 72, weight= 28
Name=     71_18 : profit= 72, weight= 33
Name=     71_11 : profit= 69, weight= 27
Name=     71_15 : profit= 69, weight= 31
Name=      71_9 : profit= 37, weight= 22
Name=      71_6 : profit= 35, weight= 20
Name=      71_8 : profit= 32, weight= 22
Name=     71_10 : profit= 30, weight= 22
Name=      71_7 : profit= 29, weight= 19
Name=      71_2 : profit= 10, weight= 15
Name=      71_3 : profit=  8, weight= 11
Name=      71_4 : profit=  4, weight= 10
Name=      71_5 : profit=  4, weight= 12
Name=      71_1 : profit=  0, weight=  6
Group[72]
Name=     72_26 : profit=216, weight= 66
Name=     72_29 : profit=213, weight= 68
Name=     72_30 : profit=209, weight= 65
Name=     72_27 : profit=207, weight= 66
Name=     72_28 : profit=201, weight= 63
Name=     72_25 : profit=133, weight= 59
Name=     72_22 : profit=118, weight= 52
Name=     72_21 : profit=117, weight= 58
Name=     72_23 : profit=117, weight= 59
Name=     72_24 : profit=111, weight= 56
Name=     72_18 : profit= 73, weight= 41
Name=     72_16 : profit= 72, weight= 49
Name=     72_19 : profit= 70, weight= 45
Name=     72_17 : profit= 64, weight= 41
Name=     72_20 : profit= 63, weight= 46
Name=     72_15 : profit= 50, weight= 37
Name=     72_14 : profit= 42, weight= 30
Name=     72_11 : profit= 41, weight= 32
Name=     72_12 : profit= 32, weight= 31
Name=      72_8 : profit= 30, weight= 25
Name=      72_7 : profit= 26, weight= 24
Name=     72_13 : profit= 24, weight= 27
Name=      72_5 : profit= 22, weight= 12
Name=     72_10 : profit= 21, weight= 21
Name=      72_3 : profit= 19, weight=  9
Name=      72_9 : profit= 19, weight= 18
Name=      72_6 : profit= 18, weight= 20
Name=      72_1 : profit= 16, weight=  7
Name=      72_4 : profit= 14, weight= 14
Name=      72_2 : profit=  0, weight= 10
Group[73]
Name=     73_30 : profit=170, weight= 63
Name=     73_28 : profit=152, weight= 60
Name=     73_29 : profit=149, weight= 58
Name=     73_27 : profit=144, weight= 59
Name=     73_26 : profit=143, weight= 57
Name=     73_22 : profit=106, weight= 45
Name=     73_23 : profit=105, weight= 52
Name=     73_21 : profit= 99, weight= 46
Name=     73_25 : profit= 94, weight= 45
Name=     73_24 : profit= 89, weight= 42
Name=     73_19 : profit= 75, weight= 41
Name=     73_18 : profit= 67, weight= 40
Name=     73_17 : profit= 66, weight= 38
Name=     73_20 : profit= 65, weight= 40
Name=     73_16 : profit= 64, weight= 41
Name=     73_13 : profit= 55, weight= 36
Name=     73_15 : profit= 55, weight= 36
Name=     73_11 : profit= 51, weight= 37
Name=     73_14 : profit= 44, weight= 29
Name=     73_12 : profit= 39, weight= 28
Name=      73_6 : profit= 32, weight= 24
Name=      73_9 : profit= 29, weight= 22
Name=      73_7 : profit= 26, weight= 21
Name=     73_10 : profit= 22, weight= 19
Name=      73_5 : profit= 21, weight= 13
Name=      73_8 : profit= 19, weight= 20
Name=      73_2 : profit= 18, weight= 17
Name=      73_1 : profit= 12, weight=  8
Name=      73_4 : profit= 12, weight= 11
Name=      73_3 : profit= 11, weight= 12
Group[74]
Name=     74_26 : profit=182, weight= 51
Name=     74_27 : profit=172, weight= 48
Name=     74_28 : profit=164, weight= 48
Name=     74_29 : profit=161, weight= 49
Name=     74_30 : profit=161, weight= 46
Name=     74_24 : profit= 99, weight= 41
Name=     74_22 : profit= 77, weight= 44
Name=     74_18 : profit= 70, weight= 30
Name=     74_20 : profit= 66, weight= 29
Name=     74_25 : profit= 66, weight= 36
Name=     74_23 : profit= 65, weight= 36
Name=     74_19 : profit= 63, weight= 31
Name=     74_21 : profit= 61, weight= 33
Name=     74_16 : profit= 60, weight= 29
Name=     74_17 : profit= 54, weight= 23
Name=     74_12 : profit= 38, weight= 20
Name=     74_14 : profit= 31, weight= 16
Name=     74_13 : profit= 30, weight= 16
Name=     74_15 : profit= 29, weight= 21
Name=     74_11 : profit= 28, weight= 20
Name=      74_7 : profit= 23, weight= 11
Name=     74_10 : profit= 21, weight=  9
Name=      74_6 : profit= 19, weight=  7
Name=      74_8 : profit= 16, weight=  8
Name=      74_9 : profit= 13, weight=  9
Name=      74_2 : profit=  8, weight=  6
Name=      74_1 : profit=  7, weight=  6
Name=      74_3 : profit=  5, weight=  6
Name=      74_4 : profit=  2, weight=  5
Name=      74_5 : profit=  0, weight=  6
Group[75]
Name=     75_30 : profit=215, weight= 52
Name=     75_26 : profit=214, weight= 55
Name=     75_29 : profit=210, weight= 55
Name=     75_28 : profit=207, weight= 52
Name=     75_27 : profit=202, weight= 52
Name=     75_24 : profit=129, weight= 51
Name=     75_25 : profit=121, weight= 51
Name=     75_21 : profit=120, weight= 49
Name=     75_23 : profit=112, weight= 49
Name=     75_22 : profit=111, weight= 49
Name=     75_18 : profit= 97, weight= 42
Name=     75_16 : profit= 96, weight= 46
Name=     75_20 : profit= 93, weight= 43
Name=     75_17 : profit= 88, weight= 44
Name=     75_19 : profit= 74, weight= 36
Name=     75_15 : profit= 48, weight= 30
Name=     75_11 : profit= 42, weight= 30
Name=     75_14 : profit= 37, weight= 22
Name=     75_13 : profit= 33, weight= 26
Name=     75_12 : profit= 30, weight= 20
Name=      75_6 : profit= 23, weight= 15
Name=      75_8 : profit= 23, weight= 18
Name=      75_7 : profit= 21, weight= 17
Name=      75_9 : profit= 19, weight= 18
Name=     75_10 : profit= 19, weight= 17
Name=      75_5 : profit= 10, weight=  5
Name=      75_2 : profit=  8, weight=  8
Name=      75_4 : profit=  8, weight= 13
Name=      75_1 : profit=  7, weight=  7
Name=      75_3 : profit=  7, weight=  6
Group[76]
Name=     76_28 : profit=197, weight= 72
Name=     76_30 : profit=197, weight= 70
Name=     76_27 : profit=192, weight= 72
Name=     76_29 : profit=190, weight= 68
Name=     76_26 : profit=169, weight= 63
Name=     76_25 : profit= 79, weight= 56
Name=     76_23 : profit= 76, weight= 61
Name=     76_21 : profit= 70, weight= 50
Name=     76_24 : profit= 66, weight= 56
Name=     76_22 : profit= 62, weight= 58
Name=     76_19 : profit= 52, weight= 42
Name=     76_16 : profit= 43, weight= 37
Name=     76_20 : profit= 40, weight= 38
Name=     76_14 : profit= 34, weight= 29
Name=     76_17 : profit= 33, weight= 36
Name=     76_18 : profit= 31, weight= 34
Name=     76_12 : profit= 26, weight= 28
Name=     76_13 : profit= 23, weight= 32
Name=     76_15 : profit= 17, weight= 24
Name=     76_11 : profit= 15, weight= 24
Name=      76_6 : profit= 13, weight= 19
Name=      76_9 : profit= 13, weight= 19
Name=      76_7 : profit=  9, weight= 20
Name=      76_8 : profit=  8, weight= 18
Name=     76_10 : profit=  7, weight= 18
Name=      76_5 : profit=  5, weight= 12
Name=      76_4 : profit=  4, weight= 12
Name=      76_3 : profit=  1, weight= 12
Name=      76_1 : profit=  0, weight=  5
Name=      76_2 : profit=  0, weight=  7
Group[77]
Name=     77_28 : profit=195, weight= 61
Name=     77_29 : profit=188, weight= 62
Name=     77_30 : profit=185, weight= 59
Name=     77_27 : profit=178, weight= 55
Name=     77_26 : profit=177, weight= 57
Name=     77_24 : profit=153, weight= 49
Name=     77_22 : profit=145, weight= 49
Name=     77_25 : profit=143, weight= 45
Name=     77_23 : profit=142, weight= 46
Name=     77_21 : profit=138, weight= 45
Name=     77_20 : profit= 91, weight= 40
Name=     77_17 : profit= 84, weight= 35
Name=     77_19 : profit= 80, weight= 33
Name=     77_16 : profit= 79, weight= 38
Name=     77_18 : profit= 75, weight= 32
Name=     77_12 : profit= 56, weight= 31
Name=     77_11 : profit= 51, weight= 31
Name=     77_14 : profit= 46, weight= 31
Name=     77_13 : profit= 43, weight= 31
Name=     77_15 : profit= 38, weight= 31
Name=     77_10 : profit= 25, weight= 27
Name=      77_6 : profit= 23, weight= 17
Name=      77_9 : profit= 23, weight= 23
Name=      77_8 : profit= 21, weight= 23
Name=      77_2 : profit= 18, weight= 14
Name=      77_5 : profit= 18, weight= 15
Name=      77_4 : profit= 17, weight=  8
Name=      77_7 : profit= 16, weight= 17
Name=      77_3 : profit= 15, weight= 15
Name=      77_1 : profit= 14, weight= 13
Group[78]
Name=     78_30 : profit=214, weight= 55
Name=     78_28 : profit=210, weight= 55
Name=     78_27 : profit=188, weight= 50
Name=     78_29 : profit=188, weight= 52
Name=     78_26 : profit=187, weight= 49
Name=      78_3 : profit=157, weight=  6
Name=     78_25 : profit=139, weight= 46
Name=     78_23 : profit=134, weight= 45
Name=     78_24 : profit=123, weight= 45
Name=     78_21 : profit=121, weight= 42
Name=      78_4 : profit=120, weight= 11
Name=     78_22 : profit=120, weight= 44
Name=     78_16 : profit= 75, weight= 37
Name=     78_17 : profit= 71, weight= 39
Name=     78_18 : profit= 70, weight= 40
Name=     78_20 : profit= 63, weight= 32
Name=     78_19 : profit= 50, weight= 31
Name=      78_5 : profit= 39, weight=  6
Name=     78_15 : profit= 36, weight= 28
Name=     78_14 : profit= 29, weight= 27
Name=     78_11 : profit= 26, weight= 29
Name=     78_12 : profit= 25, weight= 25
Name=      78_6 : profit= 21, weight= 16
Name=     78_13 : profit= 20, weight= 26
Name=      78_9 : profit= 15, weight= 19
Name=      78_1 : profit=  9, weight=  7
Name=     78_10 : profit=  8, weight= 18
Name=      78_7 : profit=  6, weight= 18
Name=      78_2 : profit=  0, weight= 11
Name=      78_8 : profit=  0, weight= 17
Group[79]
Name=     79_30 : profit=156, weight= 68
Name=     79_28 : profit=150, weight= 65
Name=     79_26 : profit=140, weight= 62
Name=     79_27 : profit=134, weight= 63
Name=     79_29 : profit=130, weight= 57
Name=     79_24 : profit=120, weight= 53
Name=     79_25 : profit=118, weight= 52
Name=     79_21 : profit=105, weight= 51
Name=     79_16 : profit=103, weight= 44
Name=     79_23 : profit=103, weight= 53
Name=     79_22 : profit= 99, weight= 46
Name=     79_18 : profit= 91, weight= 44
Name=     79_19 : profit= 82, weight= 39
Name=     79_17 : profit= 81, weight= 37
Name=     79_20 : profit= 75, weight= 37
Name=     79_13 : profit= 25, weight= 31
Name=     79_15 : profit= 20, weight= 36
Name=     79_10 : profit= 17, weight= 15
Name=     79_12 : profit= 17, weight= 30
Name=      79_1 : profit= 15, weight= 11
Name=     79_11 : profit= 15, weight= 31
Name=     79_14 : profit= 13, weight= 26
Name=      79_5 : profit= 10, weight= 11
Name=      79_4 : profit=  9, weight=  6
Name=      79_6 : profit=  9, weight= 21
Name=      79_9 : profit=  8, weight= 20
Name=      79_2 : profit=  5, weight=  9
Name=      79_7 : profit=  2, weight= 18
Name=      79_8 : profit=  1, weight= 21
Name=      79_3 : profit=  0, weight= 11
Group[80]
Name=     80_29 : profit=278, weight= 60
Name=     80_28 : profit=277, weight= 59
Name=     80_30 : profit=274, weight= 61
Name=     80_26 : profit=272, weight= 60
Name=     80_27 : profit=272, weight= 60
Name=     80_23 : profit=230, weight= 56
Name=     80_25 : profit=218, weight= 54
Name=     80_22 : profit=211, weight= 52
Name=     80_21 : profit=202, weight= 50
Name=     80_24 : profit=194, weight= 49
Name=     80_19 : profit=137, weight= 44
Name=     80_16 : profit=136, weight= 42
Name=     80_18 : profit=133, weight= 43
Name=     80_17 : profit=131, weight= 44
Name=     80_20 : profit=127, weight= 41
Name=     80_14 : profit= 56, weight= 30
Name=     80_13 : profit= 51, weight= 33
Name=     80_11 : profit= 45, weight= 29
Name=     80_15 : profit= 41, weight= 28
Name=      80_7 : profit= 35, weight= 19
Name=      80_8 : profit= 33, weight= 16
Name=      80_9 : profit= 33, weight= 19
Name=     80_12 : profit= 32, weight= 26
Name=      80_4 : profit= 22, weight= 12
Name=      80_6 : profit= 21, weight= 19
Name=     80_10 : profit= 21, weight= 21
Name=      80_5 : profit= 20, weight= 10
Name=      80_3 : profit= 18, weight= 12
Name=      80_1 : profit= 17, weight=  7
Name=      80_2 : profit=  6, weight=  7
Group[81]
Name=     81_28 : profit=423, weight= 70
Name=     81_26 : profit=416, weight= 67
Name=     81_29 : profit=408, weight= 68
Name=     81_30 : profit=400, weight= 67
Name=     81_27 : profit=371, weight= 61
Name=     81_24 : profit=336, weight= 58
Name=     81_25 : profit=322, weight= 55
Name=     81_23 : profit=312, weight= 55
Name=     81_22 : profit=304, weight= 53
Name=     81_21 : profit=302, weight= 52
Name=     81_17 : profit=222, weight= 49
Name=     81_20 : profit=222, weight= 46
Name=     81_16 : profit=220, weight= 49
Name=     81_18 : profit=210, weight= 47
Name=     81_19 : profit=204, weight= 46
Name=     81_15 : profit= 58, weight= 38
Name=     81_13 : profit= 55, weight= 38
Name=     81_14 : profit= 55, weight= 39
Name=     81_11 : profit= 51, weight= 35
Name=     81_12 : profit= 48, weight= 32
Name=      81_8 : profit= 21, weight= 21
Name=      81_9 : profit= 21, weight= 17
Name=     81_10 : profit= 20, weight= 17
Name=      81_5 : profit= 14, weight= 10
Name=      81_6 : profit= 14, weight= 15
Name=      81_1 : profit= 11, weight=  8
Name=      81_3 : profit=  9, weight=  8
Name=      81_4 : profit=  9, weight= 10
Name=      81_7 : profit=  9, weight= 13
Name=      81_2 : profit=  8, weight=  5
Group[82]
Name=     82_30 : profit=258, weight= 54
Name=     82_28 : profit=249, weight= 53
Name=     82_26 : profit=228, weight= 49
Name=     82_27 : profit=228, weight= 49
Name=     82_29 : profit=227, weight= 49
Name=     82_22 : profit=217, weight= 45
Name=     82_24 : profit=204, weight= 42
Name=     82_21 : profit=201, weight= 42
Name=     82_25 : profit=198, weight= 42
Name=     82_23 : profit=194, weight= 42
Name=     82_17 : profit=147, weight= 39
Name=     82_18 : profit=136, weight= 38
Name=     82_16 : profit=135, weight= 36
Name=     82_19 : profit=134, weight= 38
Name=     82_20 : profit=129, weight= 35
Name=     82_12 : profit= 75, weight= 29
Name=     82_14 : profit= 63, weight= 25
Name=     82_13 : profit= 60, weight= 25
Name=     82_15 : profit= 59, weight= 21
Name=     82_11 : profit= 56, weight= 21
Name=      82_5 : profit= 39, weight= 10
Name=      82_6 : profit= 36, weight= 16
Name=      82_8 : profit= 35, weight= 16
Name=      82_7 : profit= 34, weight= 17
Name=     82_10 : profit= 29, weight= 15
Name=      82_9 : profit= 23, weight= 12
Name=      82_3 : profit=  8, weight=  7
Name=      82_4 : profit=  7, weight=  9
Name=      82_1 : profit=  0, weight= 10
Name=      82_2 : profit=  0, weight= 10
Group[83]
Name=     83_27 : profit=173, weight= 68
Name=     83_26 : profit=171, weight= 68
Name=     83_30 : profit=169, weight= 63
Name=     83_29 : profit=167, weight= 64
Name=     83_28 : profit=147, weight= 63
Name=     83_22 : profit=146, weight= 57
Name=     83_24 : profit=145, weight= 57
Name=     83_25 : profit=143, weight= 60
Name=     83_21 : profit=128, weight= 54
Name=     83_23 : profit=126, weight= 52
Name=     83_17 : profit= 90, weight= 46
Name=     83_18 : profit= 87, weight= 45
Name=     83_16 : profit= 82, weight= 42
Name=     83_19 : profit= 78, weight= 44
Name=     83_20 : profit= 75, weight= 40
Name=     83_15 : profit= 50, weight= 37
Name=      83_8 : profit= 49, weight= 29
Name=     83_11 : profit= 46, weight= 32
Name=     83_12 : profit= 46, weight= 31
Name=     83_14 : profit= 46, weight= 33
Name=     83_13 : profit= 44, weight= 31
Name=      83_7 : profit= 38, weight= 22
Name=      83_9 : profit= 36, weight= 27
Name=     83_10 : profit= 27, weight= 22
Name=      83_6 : profit= 26, weight= 21
Name=      83_4 : profit= 17, weight=  8
Name=      83_2 : profit= 15, weight= 11
Name=      83_1 : profit= 12, weight=  8
Name=      83_5 : profit= 12, weight= 12
Name=      83_3 : profit= 11, weight=  6
Group[84]
Name=     84_28 : profit=220, weight= 44
Name=     84_30 : profit=208, weight= 45
Name=     84_29 : profit=202, weight= 43
Name=     84_26 : profit=190, weight= 40
Name=     84_27 : profit=185, weight= 40
Name=     84_21 : profit=172, weight= 39
Name=     84_25 : profit=171, weight= 36
Name=     84_23 : profit=167, weight= 39
Name=     84_24 : profit=167, weight= 35
Name=     84_22 : profit=155, weight= 35
Name=     84_16 : profit=109, weight= 33
Name=     84_18 : profit=104, weight= 33
Name=     84_19 : profit=103, weight= 34
Name=     84_20 : profit= 98, weight= 33
Name=     84_17 : profit= 95, weight= 29
Name=     84_15 : profit= 63, weight= 25
Name=     84_11 : profit= 61, weight= 26
Name=     84_12 : profit= 56, weight= 24
Name=     84_13 : profit= 50, weight= 20
Name=     84_14 : profit= 49, weight= 22
Name=      84_9 : profit= 32, weight= 18
Name=     84_10 : profit= 30, weight= 18
Name=      84_6 : profit= 28, weight= 16
Name=      84_8 : profit= 27, weight= 17
Name=      84_7 : profit= 21, weight= 14
Name=      84_5 : profit= 17, weight= 11
Name=      84_1 : profit= 13, weight= 12
Name=      84_4 : profit= 13, weight= 10
Name=      84_3 : profit=  9, weight=  5
Name=      84_2 : profit=  5, weight=  5
Group[85]
Name=     85_26 : profit=302, weight= 61
Name=     85_29 : profit=290, weight= 55
Name=     85_30 : profit=290, weight= 57
Name=     85_27 : profit=283, weight= 57
Name=     85_28 : profit=273, weight= 58
Name=     85_22 : profit=228, weight= 48
Name=     85_23 : profit=222, weight= 49
Name=     85_25 : profit=203, weight= 45
Name=     85_24 : profit=199, weight= 44
Name=     85_21 : profit=197, weight= 44
Name=     85_16 : profit= 70, weight= 38
Name=     85_18 : profit= 70, weight= 41
Name=     85_19 : profit= 70, weight= 42
Name=     85_17 : profit= 69, weight= 35
Name=     85_20 : profit= 65, weight= 40
Name=     85_15 : profit= 24, weight= 30
Name=     85_11 : profit= 23, weight= 29
Name=      85_8 : profit= 22, weight= 23
Name=     85_12 : profit= 22, weight= 31
Name=     85_14 : profit= 22, weight= 32
Name=      85_6 : profit= 21, weight= 23
Name=     85_13 : profit= 20, weight= 27
Name=     85_10 : profit= 17, weight= 21
Name=      85_7 : profit= 16, weight= 18
Name=      85_2 : profit= 11, weight= 13
Name=      85_4 : profit= 10, weight= 10
Name=      85_9 : profit=  7, weight= 15
Name=      85_5 : profit=  5, weight=  5
Name=      85_3 : profit=  1, weight=  9
Name=      85_1 : profit=  0, weight= 14
Group[86]
Name=     86_26 : profit=247, weight= 47
Name=     86_30 : profit=246, weight= 48
Name=     86_29 : profit=231, weight= 45
Name=     86_27 : profit=228, weight= 44
Name=     86_28 : profit=221, weight= 41
Name=     86_23 : profit=130, weight= 37
Name=     86_22 : profit=123, weight= 33
Name=     86_24 : profit=123, weight= 34
Name=     86_25 : profit=116, weight= 34
Name=     86_21 : profit=107, weight= 32
Name=     86_17 : profit= 73, weight= 30
Name=     86_16 : profit= 72, weight= 27
Name=     86_18 : profit= 69, weight= 30
Name=     86_19 : profit= 67, weight= 28
Name=     86_20 : profit= 64, weight= 27
Name=     86_12 : profit= 57, weight= 25
Name=     86_15 : profit= 53, weight= 23
Name=     86_14 : profit= 52, weight= 25
Name=     86_13 : profit= 46, weight= 24
Name=     86_11 : profit= 43, weight= 19
Name=      86_6 : profit= 26, weight= 18
Name=      86_8 : profit= 21, weight= 16
Name=      86_9 : profit= 21, weight= 16
Name=      86_7 : profit= 20, weight= 18
Name=     86_10 : profit= 19, weight= 16
Name=      86_4 : profit= 15, weight=  5
Name=      86_5 : profit= 11, weight=  7
Name=      86_2 : profit= 10, weight=  7
Name=      86_1 : profit=  2, weight= 14
Name=      86_3 : profit=  0, weight= 13
Group[87]
Name=     87_28 : profit=236, weight= 58
Name=     87_29 : profit=236, weight= 59
Name=     87_26 : profit=234, weight= 60
Name=     87_27 : profit=234, weight= 56
Name=     87_30 : profit=225, weight= 56
Name=     87_24 : profit=157, weight= 49
Name=     87_22 : profit=156, weight= 47
Name=     87_23 : profit=153, weight= 45
Name=     87_21 : profit=152, weight= 49
Name=     87_19 : profit=130, weight= 39
Name=     87_25 : profit=128, weight= 43
Name=     87_17 : profit=126, weight= 40
Name=     87_18 : profit=116, weight= 38
Name=     87_16 : profit=114, weight= 33
Name=     87_20 : profit=106, weight= 37
Name=     87_12 : profit= 52, weight= 28
Name=     87_11 : profit= 50, weight= 24
Name=     87_14 : profit= 48, weight= 26
Name=     87_15 : profit= 40, weight= 28
Name=     87_13 : profit= 32, weight= 25
Name=      87_6 : profit= 27, weight= 18
Name=     87_10 : profit= 25, weight= 21
Name=      87_7 : profit= 23, weight= 20
Name=      87_8 : profit= 23, weight= 18
Name=      87_9 : profit= 20, weight= 20
Name=      87_3 : profit= 12, weight= 11
Name=      87_1 : profit=  8, weight= 16
Name=      87_2 : profit=  5, weight= 15
Name=      87_5 : profit=  5, weight=  7
Name=      87_4 : profit=  3, weight= 11
Group[88]
Name=     88_29 : profit=212, weight= 53
Name=     88_28 : profit=205, weight= 48
Name=     88_27 : profit=194, weight= 44
Name=     88_30 : profit=182, weight= 44
Name=     88_26 : profit=172, weight= 45
Name=     88_22 : profit= 83, weight= 39
Name=     88_21 : profit= 76, weight= 41
Name=     88_24 : profit= 73, weight= 42
Name=     88_25 : profit= 70, weight= 41
Name=     88_23 : profit= 63, weight= 37
Name=     88_16 : profit= 49, weight= 34
Name=     88_17 : profit= 49, weight= 33
Name=     88_18 : profit= 49, weight= 31
Name=     88_20 : profit= 49, weight= 35
Name=     88_19 : profit= 46, weight= 34
Name=      88_3 : profit= 44, weight=  8
Name=      88_5 : profit= 42, weight=  8
Name=     88_11 : profit= 24, weight= 29
Name=      88_1 : profit= 22, weight=  6
Name=     88_15 : profit= 21, weight= 25
Name=      88_6 : profit= 18, weight= 13
Name=     88_13 : profit= 18, weight= 21
Name=      88_9 : profit= 17, weight= 15
Name=      88_8 : profit= 16, weight= 13
Name=     88_10 : profit= 16, weight= 11
Name=     88_12 : profit= 15, weight= 21
Name=     88_14 : profit= 13, weight= 20
Name=      88_7 : profit=  6, weight= 11
Name=      88_2 : profit=  5, weight=  6
Name=      88_4 : profit=  0, weight=  5
Group[89]
Name=     89_29 : profit=211, weight= 58
Name=     89_30 : profit=197, weight= 53
Name=     89_27 : profit=194, weight= 55
Name=     89_26 : profit=191, weight= 53
Name=     89_28 : profit=190, weight= 52
Name=     89_25 : profit=159, weight= 45
Name=     89_24 : profit=158, weight= 46
Name=     89_23 : profit=153, weight= 47
Name=     89_22 : profit=150, weight= 43
Name=     89_21 : profit=142, weight= 42
